koi_disposition,koi_pdisposition,koi_score,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_insol,koi_model_snr
FALSE POSITIVE,FALSE POSITIVE,0,2.17815196,132.02208,0.32,2.445,2.45E+02,1.09,395.98,17.9
FALSE POSITIVE,FALSE POSITIVE,,342.315407,157.0157,0.1974,12.476,7.20E+02,3.15,2.03,13.3
FALSE POSITIVE,FALSE POSITIVE,0,1.089077224,132.02477,0.206,2.705,1.53E+02,1,1068.22,18.7
FALSE POSITIVE,FALSE POSITIVE,0,1.288066288,133.273187,1.378,6.4616,1.01E+04,34.84,692,230.7
CANDIDATE,CANDIDATE,0.965,24.6683831,136.633,0.751,8.556,1.09E+02,1.76,91.32,15.3
FALSE POSITIVE,FALSE POSITIVE,0.016,2.31894284,132.9696,0.72,5.321,6.65E+01,0.87,844.12,13.6
CONFIRMED,CANDIDATE,0.364,6.98472143,135.99731,0.451,2.724,9.07E+01,1.19,297.15,11.7
CANDIDATE,CANDIDATE,,349.41047,241.4685,0.2791,15.02,6.53E+02,2.41,0.97,17.7
FALSE POSITIVE,FALSE POSITIVE,0,0.562563871,131.73458,0.36,1.591,3.46E+01,0.69,11201.45,16.4
FALSE POSITIVE,FALSE POSITIVE,0,0.93373458,131.53478,0.574,4.364,1.28E+02,0.93,1446.48,27.8
FALSE POSITIVE,FALSE POSITIVE,0,1.33251948,132.0885,0.402,3.733,2.34E+02,1.64,2218.21,17.7
FALSE POSITIVE,FALSE POSITIVE,,168.84663,231.2295,0.1251,9.75,2.15E+02,1.45,2.78,9.3
CANDIDATE,CANDIDATE,0.938,14.8162925,138.3761,0.857,4.973,1.08E+02,1.57,163.33,12.5
FALSE POSITIVE,FALSE POSITIVE,0,160.4122022,262.40022,0.903,4.92,2.54E+03,4.45,1.26,24.4
CANDIDATE,CANDIDATE,,3.98167088,134.9767,0.2076,3.609,4.47E+01,0.79,798.79,10.3
CONFIRMED,CANDIDATE,0.999,4.34195312,134.18767,0.118,2.598,7.33E+01,0.94,552.7,10.6
CONFIRMED,CANDIDATE,0.997,122.358116,134.3477,0.255,10.768,3.53E+02,2.15,6.46,12.2
CANDIDATE,CANDIDATE,1,7.298142,137.85674,0.411,3.024,3.71E+02,1.6,90.04,13.6
CONFIRMED,CANDIDATE,0.967,18.5010898,149.17569,0.719,3.179,4.21E+02,1.62,22.4,14.7
CANDIDATE,CANDIDATE,1,7.016016,133.9561,0.89,3.8,1.69E+02,1.72,396.43,6.3
FALSE POSITIVE,FALSE POSITIVE,0,0.569961046,131.80273,0.343,1.446,4.42E+01,1.04,13463.04,18.9
CANDIDATE,CANDIDATE,0.964,42.068554,165.0211,0.022,5.723,1.86E+02,1.32,20.28,9.8
FALSE POSITIVE,FALSE POSITIVE,1,1.121634781,132.31311,0.409,1.155,7.15E+01,0.6,529.9,14.8
FALSE POSITIVE,FALSE POSITIVE,0,1.33256979,132.05279,0.207,3.293,1.04E+02,0.97,1943.76,18.4
FALSE POSITIVE,FALSE POSITIVE,0,0.536650896,131.709931,1.175,4.702,2.73E+02,18.45,5179.76,117.8
FALSE POSITIVE,FALSE POSITIVE,0,397.73699,222.0316,0.883,11.76,1.13E+03,3.05,0.47,15.3
FALSE POSITIVE,FALSE POSITIVE,0,2.17818699,132.00477,0.553,2.686,1.16E+02,1.03,776.45,15.4
CANDIDATE,CANDIDATE,1,6.23968392,133.72124,0.679,0.668,1.56E+02,1.55,299.03,9
CONFIRMED,CANDIDATE,0.998,3.60082855,134.037,0.395,1.938,2.96E+02,1.36,174.45,17.9
CANDIDATE,CANDIDATE,0.999,15.5714121,136.58529,0.312,2.294,1.74E+02,0.72,5.98,13
CANDIDATE,CANDIDATE,0.98,3.59645081,132.77209,0.781,2.661,1.50E+02,1.66,732.82,16.2
CANDIDATE,CANDIDATE,0.554,20.6579443,145.6348,0.188,8.798,9.82E+01,1.27,66.27,14.1
FALSE POSITIVE,FALSE POSITIVE,0,0.760941405,131.62978,0.26,1.773,1.87E+02,1.18,2591.44,15.2
FALSE POSITIVE,FALSE POSITIVE,0.409,137.665706,240.44616,0.041,3.732,5.37E+02,15.41,63.38,11.7
FALSE POSITIVE,FALSE POSITIVE,,370.90237,205.0559,0.0566,10.558,5.46E+02,1.97,0.76,14.7
FALSE POSITIVE,FALSE POSITIVE,,321.55087,241.849,0.1608,5.863,3.97E+02,1.68,0.92,8.2
FALSE POSITIVE,FALSE POSITIVE,0,1.54038914,132.00494,0.043,1.683,7.18E+01,0.84,1701.3,9.1
FALSE POSITIVE,FALSE POSITIVE,0,71.76236302,170.095082,0.052,29.435,8.59E+03,25.76,46.35,1134.3
CANDIDATE,CANDIDATE,0.571,16.3368863,132.20816,0.066,3.597,2.26E+02,1.27,40.22,12.1
CANDIDATE,CANDIDATE,1,1.63668262,131.64586,1.22,1.907,9.22E+02,103.99,10160.3,12.9
CANDIDATE,CANDIDATE,0.579,11.615625,131.96843,0.977,2.233,1.91E+02,2.84,158.69,8.8
CONFIRMED,CANDIDATE,0.947,110.978266,147.0226,0.074,11.312,1.50E+02,1.86,10.84,14
FALSE POSITIVE,FALSE POSITIVE,0,0.952378454,131.85999,0.996,3.892,4.38E+01,1.46,9651.76,17.4
CANDIDATE,CANDIDATE,0.999,6.08003714,136.88262,0.254,1.308,1.84E+02,1.07,100.72,17.7
CANDIDATE,CANDIDATE,0.992,3.035206175,132.3291,0.965,0.6182,6.97E+02,3.59,403.53,19.1
FALSE POSITIVE,FALSE POSITIVE,0,358.96844,295.8289,0.151,21.71,8.08E+02,2.7,1.13,13.3
FALSE POSITIVE,FALSE POSITIVE,0,2.21316437,132.71281,0.672,3.874,1.16E+02,0.95,841.98,27.9
CANDIDATE,CANDIDATE,,173.2578372,194.4584,1.9038,2.027,6.87E+02,117.29,4.73,13.5
FALSE POSITIVE,FALSE POSITIVE,0,0.530967987,131.72336,0.093,1.812,2.69E+01,1.08,73103.16,24.1
CONFIRMED,CANDIDATE,0.974,6.30558387,131.53058,0.601,2.619,1.93E+02,2.52,378.9,9.5
FALSE POSITIVE,FALSE POSITIVE,0,4.2058608,132.2913,0.438,7.39,1.82E+02,1.14,248.04,13.3
CANDIDATE,CANDIDATE,0.7,41.6757509,169.791,0.256,10.848,1.42E+02,2.1,53.72,22.6
CANDIDATE,CANDIDATE,0.91,11.49589567,139.38053,0.295,2.256,1.08E+02,1.59,295.46,13.2
FALSE POSITIVE,FALSE POSITIVE,0,8.4803326,135.8598,0.556,5.918,3.56E+01,1.35,882.07,11
CANDIDATE,CANDIDATE,0.868,0.609926502,131.80347,0.24,1.2529,1.34E+02,1.12,4990.14,15.3
FALSE POSITIVE,FALSE POSITIVE,0,0.750744255,132.18261,1.154,1.7921,1.71E+02,17.07,4387.1,50.4
CONFIRMED,CANDIDATE,0.992,0.991659646,131.53686,0.765,2.215,7.73E+01,1.19,4614.18,13.5
CANDIDATE,CANDIDATE,0.999,8.4795266,138.1276,0.136,6.052,1.63E+02,1.18,132.02,8
CANDIDATE,CANDIDATE,0.99,49.4746966,166.142,0.491,10.46,2.91E+02,1.62,14.5,17.2
FALSE POSITIVE,FALSE POSITIVE,0,118.609553,172.0788,0.993,22.74,3.81E+02,2.86,1.88,13.1
CANDIDATE,CANDIDATE,0.936,1.62888267,132.33899,0.147,1.72,1.31E+02,0.92,733.67,12.5
FALSE POSITIVE,FALSE POSITIVE,0,0.616386349,131.64315,0.226,0.8136,7.94E+01,2.94,37463.63,21.9
CANDIDATE,CANDIDATE,0.528,1.920062587,131.72678,0.387,1.437,2.27E+02,1.12,471.84,12.6
FALSE POSITIVE,FALSE POSITIVE,,88.91323139,145.6230854,,2.92,,,,
FALSE POSITIVE,FALSE POSITIVE,0,7.07162308,136.46253,0.331,2.587,1.23E+02,1.42,431.05,16.9
CANDIDATE,CANDIDATE,0.992,6.96352699,133.01717,0.09,3.192,6.81E+01,1.4,669.78,17.4
CONFIRMED,CANDIDATE,0.997,64.2729088,186.7353,0.908,12.136,1.21E+03,5.38,22.31,27.4
CONFIRMED,CANDIDATE,0.931,3.4327371,132.92055,0.703,4.001,6.32E+01,0.75,390.57,15.3
FALSE POSITIVE,FALSE POSITIVE,0,13.8452726,136.9596,0.566,2.555,9.32E+01,2.34,626.93,10.4
FALSE POSITIVE,FALSE POSITIVE,0,0.687506554,131.85964,0.085,1.441,1.30E+02,8.73,120304.4,14.4
FALSE POSITIVE,FALSE POSITIVE,0,0.566801617,131.80435,0.565,2.75,2.49E+01,0.88,19598.53,26.4
CANDIDATE,CANDIDATE,0.885,0.909127736,132.40471,0.098,1.431,9.87E+01,0.98,2566.87,13.9
FALSE POSITIVE,FALSE POSITIVE,,371.63327,296.9495,0.8185,14.92,1.07E+02,1.83,2.36,15.2
CONFIRMED,CANDIDATE,0.741,1.450889836,132.2306,0.333,1.753,1.36E+02,1.21,1970.75,15.7
CONFIRMED,CANDIDATE,0.994,5.72716067,133.96409,0.447,2.23,3.11E+02,1.4,93.96,16
FALSE POSITIVE,FALSE POSITIVE,,407.59415,273.5955,0.0274,7.3,4.62E+02,2.11,1.18,7.7
CANDIDATE,CANDIDATE,0.939,10.30148508,134.88185,0.445,3.903,1.63E+02,1.6,180.14,12.6
CANDIDATE,CANDIDATE,0.914,17.8007815,134.3839,0.928,6.547,4.45E+01,1.02,105.04,14.2
FALSE POSITIVE,FALSE POSITIVE,,358.101884,425.6837,0.5804,6.393,1.14E+02,0.95,0.81,12.8
CANDIDATE,CANDIDATE,0.907,1.717859841,132.92612,0.35,0.908,6.63E+01,1.45,5645.85,9.5
FALSE POSITIVE,FALSE POSITIVE,,46.0771501,143.6839655,,3.03,,,,
FALSE POSITIVE,FALSE POSITIVE,,42.62423329,156.1855401,,1.47,,,,
FALSE POSITIVE,FALSE POSITIVE,0,0.447861451,131.9752,0.427,0.8541,2.65E+02,1.42,6221.08,20.3
CANDIDATE,CANDIDATE,0.979,7.3422467,131.55382,0.253,2.029,3.67E+02,1.6,115.93,11.8
CANDIDATE,CANDIDATE,0.935,8.1134681,132.8253,0.454,4.961,4.05E+01,0.92,381.27,10.5
CONFIRMED,CANDIDATE,0.947,3.036208739,134.06146,0.111,0.9324,1.82E+03,1.4,17.31,26
CONFIRMED,CANDIDATE,1,18.0541469,147.7943,0.175,4.587,2.83E+02,1.51,38.57,19.3
CANDIDATE,CANDIDATE,0.991,5.4675514,133.42478,0.27,3.283,8.72E+01,1.07,319.36,10.4
FALSE POSITIVE,FALSE POSITIVE,0,1.01530474,131.517946,1.245,8.7622,1.64E+04,64.77,6918.45,1823
FALSE POSITIVE,FALSE POSITIVE,0.84,94.180473,200.2662,0.955,7.345,1.10E+03,4.17,12.34,15.6
CONFIRMED,CANDIDATE,0.996,1.538185321,132.49067,0.7,1.683,2.77E+02,1.29,547.92,15.2
FALSE POSITIVE,FALSE POSITIVE,0,1.332567643,132.04299,0.642,4.284,5.67E+01,0.62,1143.87,24
FALSE POSITIVE,FALSE POSITIVE,0,1.089076495,132.02703,0.597,2.274,4.37E+01,0.75,3923.24,15.3
FALSE POSITIVE,FALSE POSITIVE,0.002,1.662710314,132.44469,0.577,1.83,8.59E+01,2.16,6700.6,23.8
FALSE POSITIVE,FALSE POSITIVE,0.044,472.071079,310.7718,0.388,5.759,2.53E+02,2.01,1.22,6.4
CANDIDATE,CANDIDATE,0,0.888478095,131.86943,0.452,1.5312,3.40E+02,1.51,1825.96,24.6
FALSE POSITIVE,FALSE POSITIVE,0,2.18242002,132.39594,0.721,4.103,6.97E+01,0.7,638.12,13.8
FALSE POSITIVE,FALSE POSITIVE,0,0.503999678,131.631544,0.962,0.5421,9.76E+02,2.97,1566.41,96.8
FALSE POSITIVE,FALSE POSITIVE,0,2.66588544,131.6037,0.276,5.004,1.67E+02,0.98,278.03,17.2
CANDIDATE,CANDIDATE,,309.25581,136.2248,0.2875,10.72,4.21E+02,2.18,1.61,9.9
CANDIDATE,CANDIDATE,0.754,2.44232399,133.53724,0.303,1.921,2.29E+02,1.1,264.82,14.1
CONFIRMED,CANDIDATE,0.994,7.61758198,137.50008,0.234,3.545,8.54E+01,1,255.32,13.4
FALSE POSITIVE,FALSE POSITIVE,,41.477908,144.9193,0.5122,10.45,2.99E+01,1.09,122.73,9.6
CANDIDATE,CANDIDATE,0.958,42.1003351,143.02827,0.88,1.0834,2.14E+02,1.42,11.17,13.9
CONFIRMED,CANDIDATE,0.995,2.20923119,131.90288,0.11,2.392,5.98E+01,0.84,1217.79,14.3
FALSE POSITIVE,FALSE POSITIVE,,260.54832,218.5525,0.378,15.52,1.62E+02,1.35,2.43,10.2
FALSE POSITIVE,FALSE POSITIVE,,370.47678,307.4992,0.5386,15.69,6.56E+02,2.37,0.96,11.8
CANDIDATE,CANDIDATE,1,5.88350251,136.9451,0.362,2.556,2.18E+02,1.27,192.09,11.9
FALSE POSITIVE,FALSE POSITIVE,0,0.662457501,131.90556,1.024,1.527,6.41E+01,8.3,27795.08,13.5
FALSE POSITIVE,FALSE POSITIVE,0,1.33258458,132.03624,0.422,3.222,1.27E+02,1.25,2873.72,14.4
CANDIDATE,CANDIDATE,0.089,1.182862515,131.97137,0.284,2.928,2.23E+01,1.26,14544.87,16.5
CONFIRMED,CANDIDATE,0.146,0.539915033,131.55207,0.291,1.1466,9.70E+01,0.82,2901.68,17.6
FALSE POSITIVE,FALSE POSITIVE,,372.54353,137.9147,1.7826,21.83,1.11E+03,74.14,0.62,11.9
CANDIDATE,CANDIDATE,0.951,2.20829637,131.63091,0.205,2.841,8.79E+01,1.36,2016.25,12
CONFIRMED,CANDIDATE,0.996,0.849906734,131.6741,0.64,1.141,1.24E+02,0.59,396.64,12
CANDIDATE,CANDIDATE,0.998,26.6565737,131.59433,0.686,4.954,1.63E+02,4.15,157.45,18.8
CANDIDATE,CANDIDATE,0.125,4.4408541,135.2744,0.005,8.083,3.39E+01,1.74,1719.2,12
FALSE POSITIVE,FALSE POSITIVE,,373.72257,178.1825,1.5922,14.21,4.71E+02,67.13,1.11,9.6
CONFIRMED,CANDIDATE,0.998,8.18504859,134.554,0.601,4.673,9.76E+01,0.93,149.41,12.5
FALSE POSITIVE,FALSE POSITIVE,0,10.78438513,141.40685,1.18,1.408,2.34E+02,75.04,900.7,15.6
CONFIRMED,CANDIDATE,1,10.42317343,135.15208,0.811,2.341,7.12E+01,1.07,155.7,11.2
FALSE POSITIVE,FALSE POSITIVE,0,0.566804221,131.82656,0.536,4.639,1.66E+02,0.85,2149.42,31
FALSE POSITIVE,FALSE POSITIVE,0.006,2.022658,131.838,0.419,3.343,1.36E+02,1.15,1139.1,17.4
FALSE POSITIVE,FALSE POSITIVE,,316.57747,236.5015,0.2569,14.64,2.69E+02,1.47,1.01,10.2
CANDIDATE,CANDIDATE,1,1.8679943,133.22986,0.173,1.087,7.34E+01,0.7,658.77,10
CANDIDATE,CANDIDATE,0.694,8.9172863,139.6051,0.062,4.468,1.96E+02,1.39,177.84,7.2
FALSE POSITIVE,FALSE POSITIVE,0,0.519437968,131.78909,1.172,2.129,2.26E+02,20.48,7822.62,25.4
CANDIDATE,CANDIDATE,1,1.33807075,132.34756,0.003,1.425,2.02E+01,0.6,3844.97,8.5
FALSE POSITIVE,FALSE POSITIVE,0,1.105095798,132.55178,0.295,2.624,1.42E+02,0.89,1025.9,17.4
FALSE POSITIVE,FALSE POSITIVE,,245.01902,268.1105,0.3471,8.56,3.76E+02,1.98,2.17,10.1
CONFIRMED,CANDIDATE,0.949,153.979362,165.491,0.036,9.028,7.93E+02,2.53,2.82,16.1
FALSE POSITIVE,FALSE POSITIVE,0.087,10.2239787,135.4415,0.439,1.814,2.14E+02,24.43,7383.41,6.5
CONFIRMED,CANDIDATE,0.917,56.4148314,163.128,0.908,8.075,4.80E+02,2.9,19.37,16.4
FALSE POSITIVE,FALSE POSITIVE,0,2.18079098,132.39262,0.74,12.13,8.32E+01,3.29,13876.96,69.3
CONFIRMED,CANDIDATE,0.974,20.9254083,134.8986,0.201,6.783,1.09E+02,1.26,66.95,15.5
CONFIRMED,CANDIDATE,0.905,13.0600399,144.33107,0.495,2.851,1.07E+02,0.8,37.3,12.5
FALSE POSITIVE,FALSE POSITIVE,0.012,0.641069613,132.14101,0.061,1.033,7.86E+01,0.86,5512.38,10.5
FALSE POSITIVE,FALSE POSITIVE,0,2.2430415,133.4408,0.147,3.63,1.01E+02,0.89,770.18,8.1
FALSE POSITIVE,FALSE POSITIVE,0,1.21475168,131.7581,0.461,6.93,2.66E+02,5.5,28091.85,7.9
CANDIDATE,CANDIDATE,0.999,17.3731821,138.28747,0.227,3.36,7.17E+01,1.31,155.73,14
CANDIDATE,CANDIDATE,0.972,1.97507424,132.3567,0.152,2.61,1.31E+02,1.08,1122.82,15
CONFIRMED,CANDIDATE,0.896,27.4784659,148.6101,0.008,7.5,8.32E+01,1.52,69.3,12.3
FALSE POSITIVE,FALSE POSITIVE,,244.86662,141.9596,0.3872,10.56,2.90E+02,1.46,1.31,9.7
FALSE POSITIVE,FALSE POSITIVE,0,1.30627214,132.0858,0.57,5.144,9.54E+01,0.87,1161.23,10.3
FALSE POSITIVE,FALSE POSITIVE,,62.366706,142.3899,0.1725,4.32,9.54E+01,1.88,56.09,7.1
FALSE POSITIVE,FALSE POSITIVE,0,0.933732791,131.53707,0.022,3.056,9.69E+01,0.9,2344.56,13.8
FALSE POSITIVE,FALSE POSITIVE,,53.106597,145.2776,0.5182,2.914,8.24E+01,2.2,129.19,7.3
FALSE POSITIVE,FALSE POSITIVE,,360.15417,188.796,0.2583,12.806,7.91E+02,2.99,1.25,11.1
CANDIDATE,CANDIDATE,0.965,3.3879165,133.93645,0.117,1.818,7.86E+01,1.09,750.6,10.4
FALSE POSITIVE,FALSE POSITIVE,,1.42856815,132.81461,0.3097,2.132,5.95E+01,0.64,1352.91,11.8
FALSE POSITIVE,FALSE POSITIVE,,381.850599,296.4969,0.4148,4.772,1.70E+03,3.59,0.58,13.8
FALSE POSITIVE,FALSE POSITIVE,1,10.81315417,131.65931,0.804,1.275,8.03E+01,1.46,281.84,16.6
FALSE POSITIVE,FALSE POSITIVE,0,359.08368,415.3834,1.262,15.67,6.19E+02,29.15,1.23,10.8
CANDIDATE,CANDIDATE,1,58.7488629,172.65025,0.186,3.191,4.74E+02,1.75,7.7,13.6
FALSE POSITIVE,FALSE POSITIVE,0,3.74784374,134.19157,0.093,3.658,1.17E+02,1.08,534.57,12.8
CANDIDATE,CANDIDATE,0.651,64.740274,149.9922,0.74,15.082,1.13E+02,1.35,16.96,16.4
CANDIDATE,CANDIDATE,0.898,5.38299284,136.239,0.417,3.336,3.51E+01,0.78,582.98,10.7
FALSE POSITIVE,FALSE POSITIVE,0,1.71028117,131.62619,0.372,2.61,1.12E+02,0.91,1055.42,13.8
CANDIDATE,CANDIDATE,0.98,2.0481582,132.17679,0.179,1.899,1.83E+02,1.16,773.92,11.7
CONFIRMED,CANDIDATE,0.934,140.251943,175.137,0.323,6.576,5.68E+02,1.84,1.28,11.9
CANDIDATE,CANDIDATE,0.986,14.7179342,135.6498,0.704,5.844,1.32E+02,1.25,89.3,12.7
FALSE POSITIVE,FALSE POSITIVE,0,0.570828503,131.58958,0.609,0.915,1.74E+02,0.54,222.55,13.9
FALSE POSITIVE,FALSE POSITIVE,,134.4665,265.424,0.2848,5.27,1.03E+03,2.48,1.45,6.7
FALSE POSITIVE,FALSE POSITIVE,0,0.909314811,131.72281,0.722,2.2053,4.05E+01,0.99,9311.68,30.2
CONFIRMED,CANDIDATE,0.975,207.24785,213.03458,0.21,6.159,8.09E+02,1.56,0.3,13.2
FALSE POSITIVE,FALSE POSITIVE,,186.55347,173.0531,0.2803,13.57,3.35E+02,1.86,3.18,11
CANDIDATE,CANDIDATE,1,5.99078221,134.53899,0.944,1.699,6.99E+01,1.03,223.93,8.6
FALSE POSITIVE,FALSE POSITIVE,0,14.0801852,137.3331,0.308,3.402,9.07E+01,1.04,95.62,6.9
CANDIDATE,CANDIDATE,0.493,2.440839436,133.8407,1.253,0.968,5.10E+02,21.29,223.8,14.4
CONFIRMED,CANDIDATE,0.991,23.6223571,146.9643,0.369,6.852,5.70E+01,1.07,95.35,11.4
CANDIDATE,CANDIDATE,1,19.2527652,144.2659,0.028,4.862,1.39E+02,1.24,71.04,10.8
FALSE POSITIVE,FALSE POSITIVE,0,3.28931936,133.90141,1.422,1.921,1.66E+02,50.51,818.01,11.1
FALSE POSITIVE,FALSE POSITIVE,0,1.08195208,131.5252,0.257,4.807,3.36E+01,0.47,1275.68,12.4
FALSE POSITIVE,FALSE POSITIVE,0,0.512583041,131.77571,0.116,1.498,1.14E+02,1.07,7320.09,17.1
CANDIDATE,CANDIDATE,0.427,219.20579,327.891,0.517,14.5,2.08E+02,2.66,10.18,15.2
CANDIDATE,CANDIDATE,1,2.29794819,131.49826,0.108,2.84,8.32E+01,0.98,1352.14,12.2
FALSE POSITIVE,FALSE POSITIVE,,368.11581,227.4962,0.0125,13.52,4.76E+02,2.11,1.12,11.2
FALSE POSITIVE,FALSE POSITIVE,,368.52466,236.3783,0.5045,11.9,6.80E+02,3.05,1.62,14
CONFIRMED,CANDIDATE,1,4.54586982,131.52442,0.563,1.756,7.65E+01,0.65,134.21,24.4
CANDIDATE,CANDIDATE,0.98,3.48754109,134.16018,0.32,1.811,8.51E+01,0.72,224.74,7.3
FALSE POSITIVE,FALSE POSITIVE,,0.542498653,132.0117,0.3422,4.257,5.49E+01,2.25,167191.11,19.8
CANDIDATE,CANDIDATE,0.971,8.0772455,132.649,0.984,7.272,7.92E+01,2.61,537.66,12.5
CANDIDATE,CANDIDATE,,364.08733,287.6056,0.1702,14.09,3.72E+02,1.39,0.47,8.8
FALSE POSITIVE,FALSE POSITIVE,0.276,21.5819776,146.0691,0.036,13.734,4.76E+01,0.91,73.01,17.3
CANDIDATE,CANDIDATE,0.999,5.75651958,136.97726,0.247,2.309,6.53E+01,0.83,332.97,11.2
CANDIDATE,CANDIDATE,0.98,91.95723,183.0248,0.015,10.471,3.08E+02,2.66,14.41,12.3
CANDIDATE,CANDIDATE,0.944,7.51731745,137.59704,0.256,2.484,1.71E+02,1.19,129.74,10.7
FALSE POSITIVE,FALSE POSITIVE,,3.08723626,132.90519,0.2516,2.615,1.02E+02,1.2,1046.77,12.1
FALSE POSITIVE,FALSE POSITIVE,0,0.592562969,131.9017,1.252,3.0869,1.55E+03,25.97,3520.7,100.4
CANDIDATE,CANDIDATE,1,44.6966177,155.6611,0.373,10.532,2.57E+02,2.46,38.95,15.3
CANDIDATE,CANDIDATE,0.965,8.5275894,137.2755,0.311,2.959,1.13E+02,1.28,286.1,10.4
CANDIDATE,CANDIDATE,1,3.07714195,133.4849,0.983,3.571,3.42E+01,1.08,1175,9.9
CANDIDATE,CANDIDATE,1,3.83488354,135.08701,0.242,2.026,2.43E+02,1.2,239.15,10.9
FALSE POSITIVE,FALSE POSITIVE,0,31.97181,133.8728,0.532,12.277,1.17E+02,0.95,17.43,11.1
FALSE POSITIVE,FALSE POSITIVE,0.003,5.81289843,131.5613,0.499,3.979,7.63E+01,0.93,348.61,9.5
FALSE POSITIVE,FALSE POSITIVE,,6.44173995,136.77753,0.3252,1.635,1.08E+02,1.41,451.14,10.5
FALSE POSITIVE,FALSE POSITIVE,0,0.631106722,131.89801,0.194,0.9942,4.92E+01,0.63,3367.19,17.6
FALSE POSITIVE,FALSE POSITIVE,,176.17377,144.8337,0.2545,14.58,3.50E+02,1.76,2.57,8.2
CONFIRMED,CANDIDATE,0.944,114.336052,216.7966,0.529,14.077,2.40E+02,2.09,8.02,13
FALSE POSITIVE,FALSE POSITIVE,0,0.63938062,131.894673,1.377,1.2067,3.08E+02,51.53,10289.98,97.5
CANDIDATE,CANDIDATE,0.972,8.8233996,136.8921,0.022,6.735,1.05E+02,1.13,176.13,13.3
FALSE POSITIVE,FALSE POSITIVE,0,0.566801045,131.79795,0.628,1.7499,1.88E+02,1.42,7209.06,34.9
FALSE POSITIVE,FALSE POSITIVE,,0.992799002,131.70842,1.3295,3.4878,1.65E+03,40.12,3302.31,97.8
CONFIRMED,CANDIDATE,0.997,1.5184181,132.138,0.561,2.842,1.97E+02,1.85,3261.65,15.9
FALSE POSITIVE,FALSE POSITIVE,0,0.96807117,132.44697,0.53,1.677,1.05E+02,0.72,1157.58,15.4
FALSE POSITIVE,FALSE POSITIVE,0,3.55661906,133.4975,0.384,5.396,2.33E+01,0.72,1254.47,11.4
CANDIDATE,CANDIDATE,0.872,40.0691482,143.73713,1.125,2.928,7.84E+02,13.25,10.42,10.5
CANDIDATE,CANDIDATE,1,11.6933447,142.6574,0.353,6.551,6.69E+01,1.12,192.95,12.7
FALSE POSITIVE,FALSE POSITIVE,0,0.56256804,131.72497,0.692,1.686,4.50E+00,0.63,164220.08,11.8
FALSE POSITIVE,FALSE POSITIVE,,8.79991878,132.88614,1.6053,41.564,8.69E+02,224.56,3624.62,236.1
CANDIDATE,CANDIDATE,0.998,4.02745396,133.12194,0.304,1.33,8.52E+01,0.98,577.46,10.8
CANDIDATE,CANDIDATE,0.917,4.96061094,135.32139,0.058,2.864,2.04E+01,0.59,618.99,12.5
FALSE POSITIVE,FALSE POSITIVE,,349.03703,331.8869,0.1215,4.76,7.77E+02,2.27,0.67,11.6
FALSE POSITIVE,FALSE POSITIVE,,177.8135,205.1936,0.2043,9.76,4.18E+02,1.83,2.17,8.8
CANDIDATE,CANDIDATE,0.446,1.4733245,132.85599,0.197,1.406,1.24E+02,1.03,1453.8,11.9
CONFIRMED,CANDIDATE,0.665,101.952048,206.3499,0.084,5.991,1.53E+02,1.31,7.92,10.3
FALSE POSITIVE,FALSE POSITIVE,0,2.41795911,132.5063,0.145,2.727,1.01E+02,0.53,140.54,10.1
FALSE POSITIVE,FALSE POSITIVE,,183.854867,211.4887,0.4202,14.996,5.21E+02,2.4,3.36,10.8
CANDIDATE,CANDIDATE,1,5.93218209,135.63378,0.097,4.507,2.05E+02,1.39,235.68,14.9
CANDIDATE,CANDIDATE,0.967,96.384483,144.86825,0.095,5.253,5.91E+02,2.41,6.03,10.4
CANDIDATE,CANDIDATE,1,6.05552018,131.59851,0.19,2.818,1.35E+02,0.92,119.89,9.8
CONFIRMED,CANDIDATE,0.989,12.4418003,134.6507,0.043,3.572,7.84E+01,0.57,26.03,11.4
CANDIDATE,CANDIDATE,0.603,54.333582,144.7536,0.823,10.545,1.52E+02,1.7,16.37,10.5
CANDIDATE,CANDIDATE,1,4.11754421,132.79189,0.312,4.362,3.43E+01,1.02,1477.06,22.1
FALSE POSITIVE,FALSE POSITIVE,,293.60581,373.1896,0.0927,11.07,1.65E+02,1.37,1.79,8.4
FALSE POSITIVE,FALSE POSITIVE,0,2.78801663,132.5612,0.796,17.354,1.40E+01,0.91,6451.74,21.8
CONFIRMED,CANDIDATE,1,3.94660745,132.24892,0.278,2.705,3.09E+02,1.4,218.91,12.7
FALSE POSITIVE,FALSE POSITIVE,0,4.99473798,136.1785,0.46,3.05,9.95E+01,0.82,167.06,17.5
CANDIDATE,CANDIDATE,1,122.749053,170.9953,0.997,8.342,1.04E+03,6.13,3.48,15
CANDIDATE,CANDIDATE,0.985,4.37992345,133.99121,0.728,4.949,1.55E+01,0.81,1579.65,13.9
FALSE POSITIVE,FALSE POSITIVE,,368.48518,174.9473,0.5758,11.26,3.02E+02,1.98,1.52,13.7
FALSE POSITIVE,FALSE POSITIVE,,169.894419,201.4552,0.3241,2.525,1.79E+02,2.66,13.85,6.3
FALSE POSITIVE,FALSE POSITIVE,0.001,26.190289,143.22089,0.109,2.148,5.18E+01,1.05,93.35,9.3
FALSE POSITIVE,FALSE POSITIVE,,203.511886,329.4945,0.3979,3.671,1.67E+02,2.07,9.02,9.3
